1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,,,,,,,,
2013,Middle Tennessee,CUSA (East),NO,Lost,YES,NO,8,5,0.615,17.8,10.947,6,2,75%,4.5,23.1,30.9,16.5,26.4,13.2,29,26.2,2.8,50,50,71.44,406.4,5.69,30.9,208.2,6.7,59.2,15,122.27,17,40.54,198.15,4.89,25,12,43,13,38,2,1,341,26.2,598,2596,4.34,25,46,199.69,389,245,63,2644,6.8,16,15,125.93,29.9,203.4,2596,2644,987,5240,5.31,403.1,38,821,21.61,0,2.9,63.2,18,123,6.83,2,1.4,9.5,47,1111,23.64,0,3.6,85.5,28,323,11.54,1,2.2,24.8,16,12,75,1.2,0.9,2,0.15,18,15,33,7,15,22,11,0.85,54,555,4.2,42.7,51%,51%,4629184,5.44,76135,16.5,13,7882477,7882477,0,"Public, 4-year or above",,,,,,,,
2013,Florida Atlantic,CUSA (East),NO,No Appearance,NO,NO,6,6,0.5,15.9,7.95,4,4,50%,4.2,24.1,26.4,14.6,22.3,13.4,26.4,22.3,4.1,50,50,70.98,380.4,5.36,29.4,197.9,6.7,55.5,11,120.77,16,41.58,182.5,4.39,21,11,32,15,30,0,0,267,22.3,456,2012,4.41,18,38,167.67,344,162,47.1,1933,5.6,11,13,97.28,28.7,161.1,2012,1933,800,3945,4.93,328.8,25,537,21.48,0,2.1,44.8,32,204,6.38,1,2.7,17,37,913,24.68,0,3.1,76.1,28,267,9.54,1,2.3,22.3,17,11,64.7,1.4,0.9,1,0.08,6,13,19,10,11,21,-2,-0.17,57,486,4.8,40.5,25%,25%,3113704,6.75,56929,20,13,7287694,6726618,561076,"Public, 4-year or above",,,,,,,,
2013,UAB,CUSA (East),NO,No Appearance,NO,NO,2,10,0.167,13.7,2.2879,1,7,13%,-17.5,21.9,26.3,10.4,43.8,14.6,26.3,43.8,-17.5,50,50,67.32,392.9,5.84,29.4,214.8,7.3,52.4,9,126.42,19,37.92,178.08,4.7,17,16,71,10,67,1,0,525,43.8,474,2656,5.6,35,39.5,221.33,355,232,65.4,3318,9.3,32,7,169.67,29.6,276.5,2656,3318,829,5974,7.21,497.8,53,1080,20.38,1,4.4,90,10,117,11.7,1,0.8,9.8,28,596,21.29,0,2.3,49.7,20,158,7.9,0,1.7,13.2,24,16,66.7,2,1.3,4,0.33,7,7,14,11,9,20,-6,-0.5,72,579,6,48.3,,,3343273,6,101850,17,9,7241632,7025640,215992,"Public, 4-year or above",,,,,,,,
2013,Florida International,CUSA (East),NO,No Appearance,NO,NO,1,11,0.083,13.4,1.1122,1,7,13%,-27.3,20.1,9.8,8.2,37.0,14.4,9.8,37,-27.2,50,50,61.48,222.3,3.62,24.4,142.8,5.8,52.2,10,103.51,8,37.08,79.58,2.15,5,9,57,15,51,1,2,444,37,467,2465,5.28,26,38.92,205.42,317,206,65,2691,8.5,28,7,161.02,26.4,224.3,2465,2691,784,5156,6.58,429.7,33,693,21,0,2.8,57.8,17,153,9,0,1.4,12.8,30,764,25.47,1,2.5,63.7,26,155,5.96,0,2.2,12.9,14,9,64.3,1.2,0.8,4,0.33,6,7,13,10,10,20,-7,-0.58,57,494,4.8,41.2,37%,21%,3570088,4.5,77538,16.25,9,8168228,8168228,0,"Public, 4-year or above",,,,,,,,
2013,Southern Mississippi,CUSA (East),NO,No Appearance,NO,NO,1,11,0.083,13,1.079,1,7,13%,-24.8,24.8,17.1,15.2,41.9,15.2,17.1,41.9,-24.8,50,50,68.32,315.5,4.62,40.4,242.6,6,51.3,26,103.97,19,27.92,72.92,2.61,5,11,68,10,61,1,1,503,41.9,567,2695,4.75,38,47.25,224.58,323,212,65.6,2531,7.8,24,6,152.26,26.9,210.9,2695,2531,890,5226,5.87,435.5,57,1124,19.72,0,4.8,93.7,12,161,13.42,0,1,13.4,36,739,20.53,0,3,61.6,30,416,13.87,0,2.5,34.7,20,11,55,1.7,0.9,5,0.42,13,6,19,12,26,38,-19,-1.58,67,508,5.6,42.3,17%,17%,2856040,5.5,116984,16.5,11,7346830,7346830,0,"Public, 4-year or above",,,,,,,,
2013,Rice,CUSA (West),NO,Lost,YES,NO,10,4,0.714,22.3,15.9222,8,1,89%,8.5,17.6,31.4,11.8,22.9,11.9,29.6,24.4,5.2,50,50,74.73,405.6,5.43,24.8,178.2,7.2,51,9,125.24,20,49.93,227.36,4.55,31,14,43,14,40,1,0,342,24.4,545,2259,4.14,20,38.93,161.36,412,213,51.7,2838,6.9,21,14,119.58,29.4,202.7,2259,2838,957,5097,5.33,364.1,32,618,19.31,0,2.3,44.1,21,132,6.29,0,1.5,9.4,21,446,21.24,0,1.5,31.9,31,287,9.26,1,2.2,20.5,21,14,66.7,1.5,1,5,0.36,12,14,26,10,9,19,7,0.5,74,634,5.3,45.3,50%,48%,7385037,6,106987,16,9,10729593,10729593,0,"Private nonprofit, 4-year or above",,,,,,,,
2013,North Texas,CUSA (West),NO,Won,YES,YES,9,4,0.692,18.1,12.5252,6,2,75%,13.4,20.6,31.5,11.8,18.1,11.4,31.8,17.8,14,50,50,73.13,410.5,5.61,30.9,229.8,7.4,64.9,14,133.5,16,42.23,180.69,4.28,31,10,30,7,28,0,1,231,17.8,426,1567,3.68,10,32.77,120.54,455,267,58.7,2961,6.5,15,18,116.32,35,227.8,1567,2961,881,4528,5.14,348.3,36,858,23.83,1,2.8,66,32,457,14.28,4,2.5,35.2,41,873,21.29,0,3.2,67.2,21,129,6.14,0,1.6,9.9,16,10,62.5,1.2,0.8,7,0.54,16,18,34,9,14,23,11,0.85,82,687,6.3,52.8,41%,46%,2085318,3.5,98890,14,9,8243195,6545108,1698087,"Public, 4-year or above",,,,,,,,
2013,UTSA,CUSA (West),NO,No Appearance,NO,NO,7,5,0.583,20.7,12.0681,6,2,75%,-0.8,19.8,25.6,12.2,26.3,17.8,25.6,26.3,-0.7,50,50,69.8,417.8,5.98,34.3,242.4,7.1,62.9,13,126.27,13,35.5,175.42,4.94,23,11,40,12,38,1,0,316,26.3,429,1717,4,15,35.75,143.08,412,241,58.5,2799,6.8,20,8,127.71,34.3,233.3,1717,2799,841,4516,5.37,376.3,36,755,20.97,0,3,62.9,10,52,5.2,0,0.8,4.3,40,880,22,1,3.3,73.3,22,138,6.27,0,1.8,11.5,19,11,57.9,1.6,0.9,0,0,6,8,14,8,13,21,-7,-0.58,75,666,6.3,55.5,68%,48%,,,,,,,,,#N/A,,,,,,,,
2013,Tulane,CUSA (West),NO,Lost,YES,NO,7,6,0.538,20.8,11.1904,5,3,63%,3.9,19.7,25.1,11.9,21.2,15.4,24.8,21.4,3.4,50,50,66.96,310.6,4.64,31.5,184.5,5.9,53.5,16,110.33,19,35.46,126.08,3.56,15,16,33,16,32,0,0,278,21.4,505,1604,3.18,17,38.85,123.38,427,240,56.2,2958,6.9,13,19,115.55,32.8,227.5,1604,2958,932,4562,4.89,350.9,30,606,20.2,0,2.3,46.6,30,132,4.4,0,2.3,10.2,13,268,20.62,0,1,20.6,40,312,7.8,2,3.1,24,23,16,69.6,1.8,1.2,2,0.15,16,19,35,8,16,24,11,0.85,92,815,7.1,62.7,32%,32%,6409047,4.5,131432,15.5,13,10382497,10382497,0,"Private nonprofit, 4-year or above",,,,,,,,
2013,Louisiana Tech,CUSA (West),NO,No Appearance,NO,NO,4,8,0.333,12.2,4.0626,3,5,38%,-7.1,18.2,19.2,9.7,26.3,13.2,19.2,26.3,-7.1,50,50,71.47,366.2,5.12,37.3,206,5.5,56.7,15,103.72,10,34.17,160.17,4.69,14,18,39,14,39,0,0,315,26.3,568,2337,4.11,25,47.33,194.75,357,204,57.1,2562,7.2,12,18,118.43,29.8,213.5,2337,2562,925,4899,5.3,408.3,36,766,21.28,0,3,63.8,23,103,4.48,0,1.9,8.6,38,750,19.74,0,3.2,62.5,14,44,3.14,0,1.2,3.7,23,18,78.3,1.9,1.5,1,0.08,8,18,26,14,15,29,-3,-0.25,58,519,4.8,43.3,55%,50%,2372955,4.5,94042,15.25,9,6152955,6017623,135332,"Public, 4-year or above",,,,,,,,
2013,Tulsa,CUSA (West),NO,No Appearance,NO,NO,3,9,0.25,20.2,5.05,2,6,25%,-12.8,16.6,21.1,9.6,33.9,13.9,21.1,33.9,-12.8,50,50,76.05,356.2,4.69,35.8,191.4,5.4,49,19,94.29,12,40.25,164.75,4.09,15,16,52,15,50,0,0,407,33.9,519,2398,4.62,21,43.25,199.83,414,241,58.2,2768,6.7,25,15,127.05,34.5,230.7,2398,2768,933,5166,5.54,430.5,41,940,22.93,0,3.4,78.3,22,154,7,0,1.8,12.8,22,522,23.73,1,1.8,43.5,31,331,10.68,2,2.6,27.6,19,16,84.2,1.6,1.3,1,0.08,9,15,24,15,19,34,-10,-0.83,37,305,3.1,25.4,0%,0%,7027652,5.5,113883,17.25,13,10992018,10992018,0,"Private nonprofit, 4-year or above",,,,,,,,
2013,UTEP,CUSA (West),NO,No Appearance,NO,NO,2,10,0.167,13.7,2.2879,1,7,13%,-17.6,23.3,21.8,14.8,39.3,13.9,21.8,39.3,-17.5,50,50,68.72,347.7,5.06,24.3,163.3,6.7,57.9,10,123.21,14,44.42,184.42,4.15,17,7,62,11,59,2,2,472,39.3,483,2974,6.16,35,40.25,247.83,273,161,59,2646,9.7,26,3,169.61,22.8,220.5,2974,2646,756,5620,7.43,468.3,46,1138,24.74,2,3.8,94.8,16,87,5.44,0,1.3,7.3,30,671,22.37,0,2.5,55.9,22,112,5.09,1,1.8,9.3,15,7,46.7,1.3,0.6,0,0,9,3,12,8,10,18,-6,-0.5,48,417,4,34.8,36%,36%,2923800,3.75,106192,13.75,11,11758692,8659023,3099669,"Public, 4-year or above",,,,,,,,
2013,Notre Dame,Ind,NO,Won,YES,YES,9,4,0.692,31.8,22.0056,2,0,100%,4.2,13.9,27.1,9.4,22.9,12.0,27.2,22.4,4.8,14,14,66.85,405.8,6.07,33,254.8,7.7,52.7,13,132.26,27,33.85,150.92,4.46,12,20,34,18,31,1,0,291,22.4,522,2184,4.18,13,40.15,168,408,240,58.8,2576,6.3,19,13,120.86,31.4,198.2,2184,2576,930,4760,5.12,366.2,42,998,23.76,0,3.2,76.8,15,106,7.07,0,1.2,8.2,40,1027,25.68,0,3.1,79,17,161,9.47,0,1.3,12.4,27,20,74.1,2.1,1.5,2,0.15,4,13,17,4,13,17,0,0,73,598,5.6,46,74%,69%,10986784,10.6,214426,30.5,13,78349132,32373258,45975874,"Private nonprofit, 4-year or above",,,,,,,,
2013,New Mexico State,Ind,NO,No Appearance,NO,NO,2,10,0.167,12,2.004,1,0,100%,-23.7,20.1,20.9,9.4,44.6,14.6,20.9,44.6,-23.7,50,50,70.9,384.7,5.42,33.9,241.7,7.1,65.1,13,133.17,18,37,143,3.86,14,10,71,13,64,3,0,535,44.6,524,3594,6.86,45,43.67,299.5,338,218,64.5,3000,8.9,21,10,153.64,28.2,250,3594,3000,862,6594,7.65,549.5,48,835,17.4,0,4,69.6,14,99,7.07,0,1.2,8.3,34,811,23.85,2,2.8,67.6,28,255,9.11,2,2.3,21.3,12,10,83.3,1,0.8,2,0.17,10,10,20,13,13,26,-6,-0.5,51,474,4.3,39.5,31%,17%,3582396,4.96,63681,16.13,13,6569816,6569816,0,"Public, 4-year or above",,,,,,,,
2013,Navy,Ind,NO,Won,YES,YES,9,4,0.692,22.2,15.3624,1,1,50%,8.4,19.4,34.3,15.8,25.9,15.2,33.5,24.4,9.1,50,50,70.82,411.3,5.81,11.2,85.9,7.7,50.7,4,127.56,8,59.62,325.38,5.46,50,11,41,9,36,3,1,317,24.4,511,2325,4.55,17,39.31,178.85,397,273,68.8,2807,7.1,23,13,140.74,30.5,215.9,2325,2807,908,5132,5.65,394.8,32,700,21.88,0,2.5,53.8,10,74,7.4,0,0.8,5.7,58,1151,19.84,0,4.5,88.5,11,52,4.73,0,0.8,4,14,11,78.6,1.1,0.8,0,0,9,13,22,6,4,10,12,0.92,34,282,2.6,21.7,62%,62%,,,,,,,,,#N/A,,,,,,,,
2013,BYU,Ind,NO,Lost,YES,NO,8,5,0.615,32.8,20.172,0,1,0%,10.0,17.0,31.3,14.5,21.3,9.1,30.2,22.1,8.1,50,50,85.48,493.7,5.78,34.4,226.3,6.6,53,14,116.08,19,51.08,267.38,5.23,24,21,33,18,31,0,2,287,22.1,538,2079,3.86,11,41.38,159.92,490,279,56.9,2846,5.8,19,13,113.22,37.7,218.9,2079,2846,1028,4925,4.79,378.8,44,1088,24.73,0,3.4,83.7,36,335,9.31,1,2.8,25.8,41,1028,25.07,2,3.2,79.1,28,218,7.79,0,2.2,16.8,26,21,80.8,2,1.6,3,0.23,10,13,23,7,14,21,2,0.15,102,863,7.8,66.4,70%,70%,2669803,8.52,138089,19.31,9,18639413,14428930,4210483,"Private nonprofit, 4-year or above",,,,,,,,
2013,Army,Ind,NO,No Appearance,NO,NO,3,9,0.25,17.1,4.275,0,1,0%,-7.2,17.8,24.4,13.1,31.6,12.0,24.4,31.6,-7.2,50,50,70.55,387.3,5.49,12.8,77.6,6,48.7,4,102.86,4,57.75,309.75,5.36,34,8,49,13,40,3,0,379,31.6,502,2560,5.1,29,41.83,213.33,251,155,61.8,2370,9.4,19,7,160.46,20.9,197.5,2560,2370,753,4930,6.55,410.8,40,611,15.28,0,3.3,50.9,14,47,3.36,0,1.2,3.9,41,832,20.29,0,3.4,69.3,16,108,6.75,0,1.3,9,11,8,72.7,0.9,0.7,0,0,10,7,17,13,4,17,0,0,45,390,3.8,32.5,64%,33%,,,,,,,,,#N/A,,,,,,,,
2013,Idaho,Ind,NO,No Appearance,NO,NO,1,11,0.083,15.7,1.3031,0,1,0%,-28.6,19.5,18.2,11.2,46.8,16.1,18.2,46.8,-28.6,50,50,77.05,368.3,4.78,35.3,230.5,6.5,52.7,13,113.2,15,41.75,137.83,3.3,12,10,76,10,73,0,1,561,46.8,467,2541,5.44,32,38.92,211.75,450,304,67.6,3790,8.4,40,10,163.19,37.5,315.8,2541,3790,917,6331,6.9,527.6,48,991,20.65,0,4,82.6,24,131,5.46,0,2,10.9,26,788,30.31,1,2.2,65.7,33,399,12.09,0,2.8,33.3,17,10,58.8,1.4,0.8,3,0.25,9,10,19,14,13,27,-8,-0.67,80,698,6.7,58.2,9%,9%,2056401,4,54658,14,9,5607850,5607850,0,"Public, 4-year or above",,,,,,,,
2013,Bowling Green,MAC (East),NO,Lost,YES,NO,10,4,0.714,20.2,14.4228,8,1,89%,20.6,23.2,35.4,13.9,14.8,12.3,34.8,15.9,18.9,50,50,70.26,459.4,6.54,28.9,266.1,9.2,63.1,7,159.15,27,41.36,193.36,4.68,30,18,29,6,28,1,0,222,15.9,468,2108,4.5,16,33.43,150.57,422,232,55,2392,5.7,11,8,107.4,30.1,170.9,2108,2392,890,4500,5.06,321.4,25,605,24.2,1,1.8,43.2,15,215,14.33,2,1.1,15.4,62,1310,21.13,0,4.4,93.6,12,87,7.25,1,0.9,6.2,22,18,81.8,1.6,1.3,1,0.07,13,8,21,4,7,11,10,0.71,73,633,5.2,45.2,68%,57%,3411347,7,72740,17,9,6171184,6171184,0,"Public, 4-year or above",,,,,,,,
2013,Buffalo,MAC (East),NO,Lost,YES,NO,8,5,0.615,16.3,10.0245,6,2,75%,8.5,29.0,30.8,12.2,22.3,21.5,30.3,24.4,5.9,50,50,74.18,394.7,5.32,32.8,227.3,6.9,56.9,8,130.61,25,41.38,167.38,4.04,21,13,40,12,37,2,0,317,24.4,511,2166,4.24,24,39.31,166.62,379,197,52,2810,7.4,15,15,119.4,29.2,216.2,2166,2810,890,4976,5.59,382.8,47,1036,22.04,1,3.6,79.7,10,60,6,0,0.8,4.6,51,922,18.08,0,3.9,70.9,23,182,7.91,0,1.8,14,20,13,65,1.5,1,4,0.31,15,15,30,7,8,15,15,1.15,77,798,5.9,61.4,95%,0%,4175388,7.27,66495,22.47,13,6480242,6480242,0,"Public, 4-year or above",,,,,,,,
2013,Ohio,MAC (East),NO,Lost,YES,NO,7,6,0.538,11.7,6.2946,4,4,50%,1.3,31.8,28.0,18.9,26.7,15.8,27.4,27.5,-0.1,50,50,68.24,379.4,5.56,32.7,245.4,7.5,60.2,13,134.25,22,35.54,134,3.77,16,18,46,12,43,0,1,357,27.5,529,2443,4.62,21,40.69,187.92,389,229,58.9,2833,7.3,24,14,133.21,29.9,217.9,2443,2833,918,5276,5.75,405.8,55,1104,20.07,0,4.2,84.9,34,327,9.62,0,2.6,25.2,64,1143,17.86,1,4.9,87.9,15,68,4.53,0,1.2,5.2,24,18,75,1.8,1.4,3,0.23,8,14,22,11,13,24,-2,-0.15,74,732,5.7,56.3,63%,56%,3993373,5.3,83982,16.08,9,7913757,7891541,22216,"Public, 4-year or above",,,,,,,,
2013,Akron,MAC (East),NO,No Appearance,NO,NO,5,7,0.417,12.3,5.1291,4,4,50%,-8.4,15.2,20.2,9.7,28.6,11.2,20.2,28.6,-8.4,50,50,69.73,342,4.9,34.9,219.4,6.3,55.8,10,118.05,18,34.83,122.58,3.52,12,9,44,12,39,1,1,343,28.6,480,1969,4.1,16,40,164.08,385,238,61.8,2795,7.3,27,13,139.19,32.1,232.9,1969,2795,865,4764,5.51,397,44,817,18.57,0,3.7,68.1,22,72,3.27,0,1.8,6,39,716,18.36,0,3.3,59.7,15,109,7.27,0,1.3,9.1,16,9,56.3,1.3,0.8,4,0.33,6,13,19,11,10,21,-2,-0.17,78,642,6.5,53.5,63%,31%,3807600,5.5,73634,21.5,13,6785813,6785813,0,"Public, 4-year or above",,,,,,,,
2013,Kent State,MAC (East),NO,No Appearance,NO,NO,4,8,0.333,13.9,4.6287,3,5,38%,-6.2,20.7,20.8,11.3,26.9,14.2,20.8,26.9,-6.1,50,50,66.47,368.9,5.55,30.3,186.5,6.2,57.6,9,117.14,14,36.17,182.42,5.04,16,10,40,15,38,0,0,323,26.9,489,2386,4.88,21,40.75,198.83,324,176,54.3,2533,7.8,19,9,133.78,27,211.1,2386,2533,813,4919,6.05,409.9,53,923,17.42,1,4.4,76.9,17,66,3.88,0,1.4,5.5,39,856,21.95,0,3.3,71.3,11,24,2.18,0,0.9,2,18,10,55.6,1.5,0.8,1,0.08,4,9,13,8,9,17,-4,-0.33,74,641,6.2,53.4,26%,26%,3347816,5.5,68516,18.85,9,5357800,5357800,0,"Public, 4-year or above",,,,,,,,
2013,Massachusetts,MAC (East),NO,No Appearance,NO,NO,1,11,0.083,8.7,0.7221,1,7,13%,-21.3,17.3,11.7,9.4,33.0,15.0,11.7,33,-21.3,50,50,65.63,281.6,4.29,28.3,156.4,5.5,52.2,18,96.86,9,37.33,125.17,3.35,5,12,50,15,49,0,1,396,33,480,2586,5.39,23,40,215.5,308,189,61.4,2613,8.5,22,8,151.01,25.7,217.8,2586,2613,788,5199,6.6,433.3,60,1227,20.45,1,5,102.3,12,147,12.25,0,1,12.3,29,679,23.41,0,2.4,56.6,20,108,5.4,0,1.7,9,19,12,63.2,1.6,1,2,0.17,11,8,19,8,18,26,-7,-0.58,60,520,5,43.3,65%,60%,4951288,8.5,75980,20.39,11,6926665,6926665,0,"Public, 4-year or above",,,,,,,,
2013,Miami (Ohio),MAC (East),NO,No Appearance,NO,NO,0,12,0,13.9,0,0,8,0%,-25.9,13.6,9.8,5.4,35.7,14.7,9.8,35.7,-25.9,50,50,61.38,225.8,3.68,23.8,124.3,5.2,45.8,11,91.13,8,37.58,101.58,2.7,5,7,55,14,54,1,0,428,35.7,528,2680,5.08,23,44,223.33,387,254,65.6,3131,8.1,29,10,153.15,32.3,260.9,2680,3131,915,5811,6.35,484.3,48,894,18.63,0,4,74.5,15,139,9.27,0,1.3,11.6,25,356,14.24,0,2.1,29.7,51,495,9.71,0,4.3,41.3,11,7,63.6,0.9,0.6,1,0.08,9,10,19,10,11,21,-2,-0.17,52,410,4.3,34.2,82%,17%,5585678,7.5,77510,19,11,6922038,6922039,-1,"Public, 4-year or above",,,,,,,,
2013,Northern Illinois,MAC (West),NO,Lost,YES,NO,12,2,0.857,19.9,17.0543,8,1,89%,16.2,16.7,41.6,11.9,25.4,9.7,39.6,25.1,14.5,50,16,76.69,519.8,6.78,29.9,222.6,7.5,62.4,8,144.13,29,46.79,297.21,6.35,39,20,43,18,37,1,0,351,25.1,550,2120,3.85,14,39.29,151.43,515,279,54.2,3680,7.1,27,19,124.13,36.8,262.9,2120,3680,1065,5800,5.45,414.3,46,1006,21.87,1,3.3,71.9,20,161,8.05,0,1.4,11.5,61,1234,20.23,1,4.4,88.1,14,90,6.43,0,1,6.4,34,20,58.8,2.4,1.4,4,0.29,11,19,30,9,8,17,13,0.93,75,644,5.4,46,79%,79%,4270228,7,71704,21,13,8146093,8146093,0,"Public, 4-year or above",,,,,,,,
2013,Ball State,MAC (West),NO,Lost,YES,NO,10,3,0.769,15.8,12.1502,7,1,88%,15.3,17.1,40.1,10.2,24.8,9.3,38.5,24.7,13.8,50,50,73.82,476.8,6.46,39.2,324.2,8.3,63.3,8,152.35,35,34.62,152.69,4.41,28,19,39,16,37,1,0,321,24.7,532,2539,4.77,22,40.92,195.31,433,265,61.2,2841,6.6,14,13,120.98,33.3,218.5,2539,2841,965,5380,5.58,413.8,44,905,20.57,0,3.4,69.6,10,84,8.4,0,0.8,6.5,69,1281,18.57,0,5.3,98.5,13,119,9.15,0,1,9.2,24,19,79.2,1.8,1.5,1,0.08,18,13,31,11,8,19,12,0.92,49,404,3.8,31.1,66%,60%,3591740,7,63513,17.8,14,5926855,5926855,0,"Public, 4-year or above",,,,,,,,
2013,Toledo,MAC (West),NO,No Appearance,NO,NO,7,5,0.583,17.8,10.3774,5,3,63%,4.4,18.2,33.0,14.7,28.6,9.5,33,28.6,4.4,50,50,70.27,447.3,6.37,30.1,206.8,6.9,59,10,128.56,19,40.17,240.58,5.99,26,19,45,10,41,1,0,343,28.6,510,2045,4.01,27,42.5,170.42,360,219,60.8,3016,8.4,17,8,142.35,30,251.3,2045,3016,870,5061,5.82,421.8,48,875,18.23,0,4,72.9,11,80,7.27,0,0.9,6.7,35,721,20.6,0,2.9,60.1,12,107,8.92,0,1,8.9,20,19,95,1.7,1.6,0,0,12,8,20,6,10,16,4,0.33,70,619,5.8,51.6,67%,67%,3069581,5.25,77500,13.25,9,7758549,7758549,0,"Public, 4-year or above",,,,,,,,
2013,Central Michigan,MAC (West),NO,No Appearance,NO,NO,6,6,0.5,6.7,3.35,5,3,63%,-5.3,25.7,23.3,9.2,28.6,17.6,23.3,28.6,-5.3,50,50,62.97,341.1,5.41,28.8,208.3,7.2,55.5,17,120.66,15,34.17,132.75,3.89,16,12,43,15,38,1,0,343,28.6,505,2415,4.78,23,42.08,201.25,326,200,61.3,2447,7.5,16,14,132.01,27.2,203.9,2415,2447,831,4862,5.85,405.2,43,999,23.23,1,3.6,83.3,18,118,6.56,0,1.5,9.8,42,832,19.81,0,3.5,69.3,24,259,10.79,2,2,21.6,17,12,70.6,1.4,1,0,0,8,14,22,10,17,27,-5,-0.42,52,500,4.3,41.7,42%,42%,2709017,4.5,71588,19,13,6750120,6740097,10023,"Public, 4-year or above",,,,,,,,
2013,Eastern Michigan,MAC (West),NO,No Appearance,NO,NO,2,10,0.167,11.4,1.9038,1,7,13%,-26.3,17.5,18.8,9.9,45.2,11.9,18.8,45.2,-26.4,50,50,65.08,336.1,5.16,28,178.1,6.4,53,14,111.82,14,37.08,158,4.26,13,6,71,15,69,1,0,542,45.2,493,3096,6.28,43,41.08,258,312,204,65.4,3031,9.7,23,7,166.84,26,252.6,3096,3031,805,6127,7.61,510.6,68,1288,18.94,1,5.7,107.3,8,59,7.38,0,0.7,4.9,39,858,22,3,3.3,71.5,11,241,21.91,0,0.9,20.1,11,6,54.5,0.9,0.5,0,0,4,7,11,9,14,23,-12,-1,63,514,5.3,42.8,72%,17%,3920834,6.5,102012,16.5,8,6289724,5448838,840886,"Public, 4-year or above",,,,,,,,
2013,Western Michigan,MAC (West),NO,No Appearance,NO,NO,1,11,0.083,8.6,0.7138,1,7,13%,-18.3,15.8,17.2,9.6,35.4,9.5,17.2,35.4,-18.2,50,50,68.92,327.2,4.75,36.5,211,5.8,49.1,18,98.47,12,32.42,116.17,3.58,10,16,55,15,46,2,0,425,35.4,558,3000,5.38,30,46.5,250,307,167,54.4,2030,6.6,16,8,121.93,25.6,169.2,3000,2030,865,5030,5.82,419.2,43,860,20,0,3.6,71.7,11,89,8.09,0,0.9,7.4,39,827,21.21,1,3.3,68.9,28,322,11.5,2,2.3,26.8,20,16,80,1.7,1.3,2,0.17,11,8,19,8,18,26,-7,-0.58,83,724,6.9,60.3,36%,36%,4512925,6,111821,18.82,13,7482419,7112777,369642,"Public, 4-year or above",,,,,,,,
2013,Utah State,MWC (Mountain),NO,Won,YES,YES,9,5,0.643,23.7,15.2391,7,2,78%,15.3,24.0,32.6,17.5,17.3,10.8,31.8,17.1,14.7,50,50,76.56,411.5,5.37,34.2,232.7,6.8,61.8,10,135.43,30,42.36,178.79,4.22,21,18,28,15,26,0,0,239,17.1,535,1495,2.79,9,38.21,106.79,484,261,53.9,3138,6.5,17,17,112.96,34.6,224.1,1495,3138,1019,4633,4.55,330.9,24,539,22.46,0,1.7,38.5,36,369,10.25,2,2.6,26.4,45,791,17.58,0,3.2,56.5,10,13,1.3,0,0.7,0.9,26,18,69.2,1.9,1.3,3,0.21,13,17,30,9,10,19,11,0.79,84,782,6,55.9,68%,68%,2476807,3.75,85196,14.75,13,6683787,6683787,0,"Public, 4-year or above",,,,,,,,
2013,Boise State,MWC (Mountain),NO,Lost,YES,NO,8,5,0.615,25.8,15.867,6,2,75%,15.0,25.8,38.8,15.7,23.8,12.0,37.5,24.8,12.7,19,19,79.11,476,6.01,35.8,277.7,7.7,70.6,11,150.78,28,43.31,198.31,4.58,33,17,41,13,38,0,0,323,24.8,568,2134,3.76,19,43.69,164.15,455,294,64.6,3240,7.1,17,16,129.74,35,249.2,2134,3240,1023,5374,5.25,413.4,48,1137,23.69,1,3.7,87.5,23,361,15.7,0,1.8,27.8,49,984,20.08,0,3.8,75.7,13,41,3.15,1,1,3.2,19,17,89.5,1.5,1.3,3,0.23,11,16,27,13,11,24,3,0.23,54,489,4.2,37.6,73%,86%,1898644,5.5,156251,17.44,13,15284248,9200027,6084221,"Public, 4-year or above",,,,,,,,
2013,Colorado State,MWC (Mountain),NO,Won,YES,YES,8,6,0.571,22.5,12.8475,5,3,63%,6.7,20.8,35.3,19.7,28.6,11.3,36.2,29.8,6.4,50,50,75.01,471.6,6.29,34.3,266.4,7.8,62.1,11,139.28,24,40.71,205.14,5.04,37,21,52,17,46,4,0,417,29.8,519,1965,3.79,16,37.07,140.36,492,310,63,3860,7.8,33,10,146.98,35.1,275.7,1965,3860,1011,5825,5.76,416.1,41,976,23.8,0,2.9,69.7,21,329,15.67,1,1.5,23.5,59,1226,20.78,1,4.2,87.6,33,321,9.73,1,2.4,22.9,24,21,87.5,1.7,1.5,4,0.29,12,10,22,9,11,20,2,0.14,76,779,5.4,55.6,0%,0%,3879589,4,199585,14.5,14,11253326,11253326,0,"Public, 4-year or above",,,,,,,,
